Target,Race,Gender,Age,NumberofRaters,Female_prop,Male_prop,Asian_prop,Black_prop,Latino_prop,Multi_prop,Other_prop,White_prop,Afraid,Angry,Attractive,Babyface,Disgusted,Dominant,Feminine,Happy,Masculine,Prototypic,Sad,Suitability,Surprised,Threatening,Trustworthy,Unusual,Luminance_median,Nose_Width,Nose_Length,Lip_Thickness,Face_Length,R_Eye_H,L_Eye_H,Avg_Eye_Height,R_Eye_W,L_Eye_W,Avg_Eye_Width,Face_Width_Cheeks,Face_Width_Mouth,Forehead,Pupil_Top_R,Pupil_Top_L,Asymmetry_pupil_top,Pupil_Lip_R,Pupil_Lip_L,Asymmetry_pupil_lip,BottomLip_Chin,Midcheek_Chin_R,Midcheek_Chin_L,Cheeks_avg,Midbrow_Hairline_R,Midbrow_Hairline_L,Faceshape,Heartshapeness,Noseshape,LipFullness,EyeShape,EyeSize,UpperHeadLength,MidfaceLength,ChinLength,ForeheadHeight,CheekboneHeight,CheekboneProminence,FaceRoundness,fWHR
AF-246,A,F,25,27,0.962962963,0.037037037,0.962962963,0,0,0,0,0.037037037,1.407407407,1.333333333,3.615384615,2.740740741,1.37037037,2,4.740740741,3.962962963,1.962962963,4.260869565,1.653846154,.,1.481481481,1.37037037,3.925925926,2.423076923,167,222.5,265.5,133.5,1165.5,41,43,42,139.5,137.5,138.5,593,474,466.5,448.5,462,13.5,392,385,7,171.5,464.5,464,464.25,336.5,339,0.508794509,1.251054852,0.838041431,0.114543115,0.303249097,0.036036036,0.4002574,0.333333333,0.147147147,0.28978979,0.398326898,119,0.406692407,1.701204825
AF-247,A,F,25.96428571,28,1,0,0.857142857,0,0,0.107142857,0.035714286,0,2.428571429,2.037037037,3.178571429,2.464285714,2.428571429,1.964285714,4.071428571,2.321428571,2,2.638297872,2.607142857,.,1.642857143,1.714285714,3.928571429,2.321428571,160.5,273.5,238,150,1130.5,59.5,57.5,58.5,164,165,164.5,570.5,490,439.5,436,436,0,360,359,1,186.5,461.5,462.5,462,348.5,339.5,0.504643963,1.164285714,1.149159664,0.132684653,0.3556231,0.051747015,0.388766033,0.318000885,0.164971252,0.304290137,0.408668731,80.5,0.433436533,1.951286142
AF-248,A,F,34.17241379,29,1,0,0.724137931,0,0.068965517,0.172413793,0.034482759,0,1.517241379,1.448275862,4.137931034,1.551724138,1.482758621,2.379310345,5.464285714,3.344827586,1.413793103,2.744680851,1.586206897,.,1.586206897,1.310344828,3.931034483,2.137931034,140.5,241,243.5,131,1136.5,60.5,63,61.75,147,146,146.5,575.5,494,457,462.5,445.5,17,358,368.5,10.5,172.5,441.5,439.5,440.5,339.5,314.5,0.506379234,1.164979757,0.98973306,0.115266168,0.421501706,0.05433348,0.402111747,0.319621645,0.151781786,0.287725473,0.387593489,81.5,0.43466784,1.855327909
AF-249,A,F,26,25,1,0,0.84,0,0.04,0.08,0.04,0,1.52,2.16,4.56,2.12,1.92,2.52,5.24,2.208333333,1.32,3.543478261,2.04,.,1.56,1.916666667,4.04,2.52,157,225,234.5,104,1076.5,52.5,52,52.25,157.5,156,156.75,594,444.5,430,426.5,427.5,1,360.5,348.5,12,179,414.5,410.5,412.5,303.5,301,0.551788203,1.336332958,0.959488273,0.096609382,0.333333333,0.048536925,0.399442638,0.329307942,0.16627961,0.280771017,0.383186252,149.5,0.412912216,1.84285127
AF-250,A,F,25.10344828,29,1,0,0.586206897,0,0.068965517,0.275862069,0.068965517,0,2,1.931034483,3.964285714,3.137931034,1.827586207,2.172413793,4.892857143,2.620689655,1.551724138,1.914893617,1.931034483,.,1.862068966,1.75862069,3.689655172,2.586206897,140,253,242,121.5,1109,50.5,58.5,54.5,151.5,155,153.25,514.5,489,439.5,438,437.5,0.5,369.5,361.5,8,182,440.5,414.5,427.5,325,339.5,0.46393147,1.052147239,1.045454545,0.109558161,0.355628059,0.049143372,0.396302976,0.329576195,0.164111812,0.299594229,0.385482417,25.5,0.440937782,1.841684902
AF-251,A,F,22.64285714,28,0.964285714,0.035714286,0.357142857,0.071428571,0,0.535714286,0.035714286,0,1.821428571,1.814814815,4.607142857,3.142857143,1.964285714,2.259259259,5.25,2.107142857,1.214285714,2.127659574,2.071428571,.,1.821428571,1.857142857,3.678571429,3.107142857,133.5,254,248.5,128,1112,59,62.5,60.75,151.5,148,149.75,531,459.5,457,474,474.5,0.5,366,364,2,146,425.5,416.5,421,330.5,322,0.477517986,1.155603917,1.022132797,0.115107914,0.405676127,0.054631295,0.410971223,0.32823741,0.131294964,0.293390288,0.378597122,71.5,0.413219424,1.818701684
AF-252,A,F,22.34482759,29,1,0,0.862068966,0,0.068965517,0.068965517,0,0,1.896551724,1.655172414,4.206896552,3.137931034,1.75862069,1.931034483,5.586206897,3.482758621,1.655172414,2.553191489,2.034482759,.,1.827586207,1.551724138,4.464285714,2.482758621,158,250.5,276.5,80,1172.5,68.5,73.5,71,163.5,155,159.25,615,502.5,510,504,496,8,404,401,3,182.5,422.5,428.5,425.5,390.5,404,0.524520256,1.223880597,0.90596745,0.068230277,0.445839874,0.060554371,0.434968017,0.343283582,0.15565032,0.33880597,0.362899787,112.5,0.428571429,1.815445402
AF-253,A,F,25.55172414,29,1,0,1,0,0,0,0,0,1.206896552,1.24137931,4.535714286,3.379310345,1.206896552,1.827586207,5.586206897,3.75862069,1.310344828,4.422222222,1.392857143,.,1.344827586,1.103448276,4.068965517,2.103448276,163,215.5,245,112.5,1072,41,39.5,40.25,131.5,133,132.25,565,469.5,417,412.5,410.5,2,378.5,374,4.5,172,450,438.5,444.25,286,298,0.527052239,1.203407881,0.879591837,0.10494403,0.304347826,0.037546642,0.388992537,0.350979478,0.160447761,0.27238806,0.414412313,95.5,0.437966418,1.867007179
AF-254,A,F,37.12,25,1,0,0.92,0,0.08,0,0,0,1.708333333,2.333333333,3.84,2,1.84,2.24,5.4,2.56,1.36,2.765957447,2.04,.,1.76,1.8,3.4,2.16,156.5,206.5,261.5,97,1110.5,56.5,53.5,55,151,150,150.5,614,460.5,445.5,450.5,434,16.5,390.5,395,4.5,173.5,421,430.5,425.75,346,336.5,0.552904097,1.333333333,0.789674952,0.087348041,0.365448505,0.04952724,0.401170644,0.353669518,0.15623593,0.307294012,0.383385862,153.5,0.414678073,1.80849344
AF-255,A,F,26,24,1,0,0.958333333,0,0,0.041666667,0,0,1.96,3.12,4.8,1.96,2.56,3.24,5.48,2.2,1.52,3.893617021,2.48,.,1.32,2.28,3.32,2.24,165,218,286,121.5,1164,58.5,61,59.75,139,151.5,145.25,609.5,457.5,424,439,427.5,11.5,406.5,412.5,6,192.5,498.5,492.5,495.5,330,374,0.52362543,1.332240437,0.762237762,0.104381443,0.411359725,0.051331615,0.364261168,0.351804124,0.165378007,0.302405498,0.425687285,152,0.393041237,1.724492471
AF-256,A,F,24,22,1,0,0.863636364,0,0,0.090909091,0.045454545,0,1.545454545,1.954545455,3.454545455,3,1.454545455,1.681818182,4.409090909,1.909090909,1.285714286,2.787234043,1.863636364,.,1.409090909,1.590909091,2.954545455,1.772727273,185.5,224.5,236,109.5,1168,62,61.5,61.75,142.5,145,143.75,609,463,484,478.5,485.5,7,346.5,352,5.5,212,444.5,434.5,439.5,370.5,353,0.52140411,1.315334773,0.951271186,0.09375,0.429565217,0.052868151,0.414383562,0.299015411,0.181506849,0.309717466,0.376284247,146,0.39640411,1.928112506
AM-201,A,M,23.8,25,0.04,0.96,1,0,0,0,0,0,1.24,2.52,3.04,2.625,2.04,2.48,1.541666667,1.48,4,4.558139535,2.4,.,1.36,1.76,3.12,1.88,166,221,244,125.5,1165,51,46.5,48.75,150,149,149.5,574,527.5,410.5,406.5,404,2.5,389.5,386,3.5,240,517,516.5,516.75,279,268,0.492703863,1.088151659,0.905737705,0.107725322,0.326086957,0.041845494,0.352360515,0.332832618,0.206008584,0.234763948,0.443562232,46.5,0.4527897,1.670274767
AM-202,A,M,26.22222222,26,0,1,0.846153846,0,0.038461538,0.076923077,0.038461538,0,1.846153846,2.888888889,2.777777778,2.296296296,2.296296296,2.730769231,1.538461538,1.592592593,4.074074074,3.348837209,2.259259259,.,1.576923077,2.37037037,3.148148148,2.037037037,137.5,221.5,227.5,114.5,1037,52,53,52.5,154.5,162,158.25,599,519.5,338.5,364,328,36,360,373.5,13.5,248,455,464.5,459.75,311.5,294.5,0.577627772,1.153031761,0.973626374,0.110414658,0.331753555,0.050626808,0.326422372,0.353664417,0.239151398,0.292189007,0.443346191,79.5,0.50096432,1.94991669
AM-203,A,M,26.54166667,24,0,1,0.958333333,0,0,0.041666667,0,0,1.708333333,1.583333333,2.458333333,3.041666667,1.47826087,1.875,2.083333333,2.291666667,3.608695652,3.930232558,1.958333333,.,1.25,1.416666667,3.666666667,2,159.5,223.5,239,115.5,1161,54.5,52,53.25,140.5,148,144.25,587,494.5,462.5,469.5,466,3.5,387,396,9,183,443.5,449,446.25,353.5,352,0.505598622,1.187057634,0.935146444,0.099483204,0.36915078,0.045865633,0.39836348,0.337209302,0.157622739,0.303832903,0.384366925,92.5,0.425925926,1.823536486
AM-204,A,M,23.91666667,24,0,1,0.583333333,0,0.083333333,0.291666667,0.041666667,0,1.833333333,1.625,3.041666667,3.625,1.347826087,2.041666667,2.130434783,2.695652174,3.608695652,2.279069767,1.916666667,.,1.916666667,1.458333333,3.75,1.833333333,173,235.5,233,154,1168.5,65,61,63,159.5,154.5,157,610.5,526,495,483,491.5,8.5,331.5,322,9.5,197.5,443,439,441,370,387.5,0.522464698,1.160646388,1.010729614,0.131792897,0.401273885,0.053915276,0.423620026,0.279632007,0.169020111,0.324133504,0.377406932,84.5,0.450149765,2.083783784
AM-205,A,M,34.83333333,24,0,1,0.958333333,0,0,0.041666667,0,0,1.916666667,2.130434783,2.625,2.083333333,1.708333333,2.625,1.416666667,2.869565217,4.166666667,4.23255814,2,.,1.833333333,2.166666667,3.875,2.125,162.5,235.5,253.5,111.5,1142,54,48.5,51.25,143.5,144,143.75,612,504.5,392,416,420,4,391,391.5,0.5,214,476.5,475,475.75,304.5,311,0.535901926,1.21308226,0.928994083,0.097635727,0.356521739,0.044877408,0.343257443,0.342600701,0.187390543,0.269483363,0.416593695,107.5,0.441768827,1.807853911
AM-206,A,M,26.92857143,28,0.035714286,0.964285714,0.857142857,0,0.071428571,0.071428571,0,0,1.785714286,2.678571429,2.285714286,2.428571429,2.107142857,3.111111111,1.428571429,2.142857143,4.607142857,3.333333333,1.964285714,.,1.785714286,2.678571429,2.821428571,2.214285714,143.5,263.5,220,122,1036,34,35.5,34.75,138.5,135,136.75,597,505,376.5,368,364,4,350.5,360,9.5,188,444.5,442,443.25,258,257,0.576254826,1.182178218,1.197727273,0.117760618,0.254113346,0.033542471,0.363416988,0.342905405,0.181467181,0.248552124,0.42784749,92,0.487451737,1.999069767
AM-207,A,M,25.91666667,24,0,1,0.958333333,0,0,0.041666667,0,0,1.652173913,1.708333333,2.958333333,2.416666667,1.5,2.666666667,1.458333333,3.75,4.5,3.674418605,1.458333333,.,1.608695652,1.565217391,3.833333333,2.083333333,156.5,251.5,224.5,126,1120.5,37.5,37.5,37.5,138.5,133.5,136,613,539,398,381.5,406,24.5,386.5,377,9.5,216,503.5,489.5,496.5,270,281.5,0.547077198,1.13729128,1.120267261,0.112449799,0.275735294,0.033467202,0.355198572,0.340696118,0.192771084,0.246095493,0.443105756,74,0.481035252,1.834570348
AM-208,A,M,23.32142857,28,0,1,0.607142857,0,0.25,0.071428571,0.035714286,0.035714286,1.428571429,1.535714286,2.964285714,2.392857143,1.75,1.925925926,1.464285714,1.740740741,4,2.348837209,2.178571429,.,1.142857143,1.785714286,2.892857143,1.642857143,142,236.5,257,142,1204.5,65,60.5,62.75,162,166,164,602.5,506,451,443.5,446.5,3,383,381,2,228,510,485.5,497.75,337,334,0.500207555,1.190711462,0.920233463,0.117891241,0.382621951,0.052096306,0.374429224,0.317144043,0.189290162,0.278538813,0.413242009,96.5,0.420091324,1.869262018
AM-209,A,M,27.75,28,0,1,0.964285714,0,0,0.035714286,0,0,1.592592593,1.428571429,2.857142857,2.678571429,1.214285714,2.296296296,1.428571429,2.75,4.25,3.930232558,1.785714286,.,1.5,1.428571429,3.888888889,1.428571429,146.5,248,220.5,136,1153.5,47,49.5,48.25,139,137.5,138.25,585,477,457,458.5,464,5.5,352,350,2,213.5,471.5,451,461.25,342,355,0.507152146,1.226415094,1.124716553,0.117902037,0.349005425,0.041829215,0.396185522,0.304291287,0.18508886,0.302123971,0.399869961,108,0.413524057,1.955597345
AM-210,A,M,21.04761905,21,0,1,1,0,0,0,0,0,2,2.25,3.80952381,3.7,1.952380952,2.428571429,2.285714286,2.619047619,4.19047619,4.581395349,2.571428571,.,1.714285714,2.238095238,4.476190476,2.476190476,155,229.5,250,114,1090.5,46.5,45,45.75,140,142.5,141.25,597,447.5,403,404,382,22,376.5,377.5,1,207,453.5,449.5,451.5,294,280,0.547455296,1.334078212,0.918,0.104539202,0.323893805,0.041953232,0.36955525,0.345712976,0.189821183,0.263182027,0.414030261,149.5,0.410362219,1.770631833
AM-211,A,M,26.32142857,28,0,1,0.5,0,0.178571429,0.25,0.071428571,0,1.333333333,1.851851852,3.428571429,2.148148148,1.321428571,3.111111111,1.428571429,2.37037037,4.25,1.953488372,1.535714286,.,1.407407407,1.571428571,3.464285714,2.071428571,115,246,251,103,1096.5,51,51,51,165.5,167,166.25,622.5,495.5,428.5,443.5,437.5,6,382,385,3,182.5,444.5,434,439.25,340,332,0.567715458,1.256306761,0.980079681,0.093935249,0.306766917,0.046511628,0.390788874,0.349749202,0.166438668,0.306429549,0.400592795,127,0.451892385,1.829412269
AM-212,A,M,25.55555556,27,0,1,0.37037037,0,0.333333333,0.259259259,0.037037037,0,1.925925926,3.222222222,1.846153846,3.307692308,2.259259259,3.222222222,1.259259259,2.296296296,4.703703704,1.88372093,2.037037037,.,1.653846154,2.925925926,2.814814815,2.555555556,124.5,247.5,187,146,1116.5,58,56.5,57.25,162.5,155,158.75,615,492.5,456,461.5,462.5,1,316.5,323,6.5,178,431,432,431.5,370.5,382,0.550828482,1.248730964,1.323529412,0.130765786,0.360629921,0.05127631,0.408419167,0.286386028,0.15942678,0.336990596,0.386475593,122.5,0.441110614,2.297790404
AM-213,A,M,28.07142857,28,0,1,1,0,0,0,0,0,1.785714286,2.321428571,2.142857143,2.285714286,2.111111111,3.25,1.285714286,2.178571429,3.964285714,4.465116279,2.285714286,.,1.678571429,2.428571429,3.142857143,2.185185185,164.5,252,227.5,103.5,1148.5,37,33.5,35.25,126.5,123.5,125,610,520.5,463.5,477,478.5,1.5,349.5,352.5,3,222.5,445,449.5,447.25,343,364.5,0.531127558,1.171950048,1.107692308,0.090117545,0.282,0.030692207,0.403569874,0.305616021,0.193730953,0.308010448,0.389420984,89.5,0.453199826,1.874880641
AM-214,A,M,29.22222222,27,0,1,0.074074074,0.037037037,0.259259259,0.222222222,0.407407407,0,1.925925926,2.259259259,3.888888889,2.592592593,1.814814815,3.222222222,1.925925926,2.851851852,4.62962963,1.511627907,2.259259259,.,1.666666667,2.444444444,3.407407407,2.925925926,119,235.5,217.5,90.5,1095.5,47,52,49.5,148.5,158.5,153.5,616,516.5,444.5,446.5,460.5,14,339,330,9,215,432,424.5,428.25,348,361.5,0.562300319,1.192642788,1.082758621,0.08261068,0.32247557,0.045184847,0.405750799,0.305340027,0.196257417,0.323824738,0.390917389,99.5,0.471474213,2.084583942
AM-215,A,M,56.38461538,27,0,1,0.962962963,0,0.037037037,0,0,0,1.884615385,1.518518519,3.076923077,1.851851852,2.037037037,2.074074074,1.407407407,2.192307692,4.074074074,3.813953488,2.333333333,.,1.592592593,1.555555556,4.307692308,1.962962963,151.5,250.5,261.5,115.5,1083,55.5,55.5,55.5,149.5,143,146.25,588.5,461,380,440.5,422.5,18,371.5,379,7.5,171,422.5,427.5,425,314,296.5,0.543397969,1.276572668,0.95793499,0.106648199,0.379487179,0.051246537,0.350877193,0.346491228,0.157894737,0.281855956,0.39242844,127.5,0.425669437,1.743475275
AM-216,A,M,28.48,25,0,1,0.6,0,0.12,0.24,0,0.04,1.24,1.72,4.12,2.875,1.52,3,1.6,3.24,4.68,2,1.48,.,1.32,1.76,3.88,1.68,156.5,238,244,104.5,1139.5,55.5,52.5,54,162.5,150,156.25,624.5,525,457.5,454,461,7,369,367.5,1.5,213,420,435,427.5,362.5,379,0.548047389,1.18952381,0.975409836,0.091706889,0.3456,0.047389206,0.401491882,0.323168056,0.18692409,0.325362001,0.375164546,99.5,0.46072839,1.965529997
AM-217,A,M,43,26,0,1,0.538461538,0,0.076923077,0.307692308,0.038461538,0.038461538,1.615384615,3.076923077,2.538461538,1.307692308,2.538461538,3.269230769,1.384615385,1.576923077,4.538461538,2.255813953,2.615384615,.,1.461538462,3.115384615,3,2.64,160.5,270.5,287,99,1292,69.5,61.5,65.5,168.5,174.5,171.5,633,508.5,491,559.5,471,88.5,447,433.5,13.5,192.5,468.5,472.5,470.5,465.5,481,0.48993808,1.244837758,0.942508711,0.076625387,0.381924198,0.050696594,0.38003096,0.340750774,0.148993808,0.36629257,0.364164087,124.5,0.393575851,1.674801429
AM-218,A,M,33.59259259,28,0,1,0.785714286,0,0.107142857,0.071428571,0,0.035714286,1.25,1.357142857,3.214285714,1.964285714,1.535714286,2.357142857,1.25,2.857142857,4.148148148,3.023255814,1.392857143,.,1.464285714,1.392857143,3.464285714,1.642857143,162.5,277,241,129,1079.5,53,55,54,162,160.5,161.25,643,546.5,360.5,397.5,401,3.5,392.5,391,1.5,190,449,459,454,295,305.5,0.595646132,1.176578225,1.149377593,0.119499768,0.334883721,0.050023159,0.333950903,0.362899491,0.176007411,0.278138027,0.420565076,96.5,0.506252895,1.797707935
AM-219,A,M,36.9,30,0,1,0.633333333,0,0.1,0.166666667,0.1,0,1.933333333,3.9,2.517241379,1.533333333,3.033333333,4.133333333,1.466666667,1.482758621,4.137931034,2.860465116,2.551724138,.,1.433333333,3.833333333,2.3,2.8,156,240.5,231,122.5,1238,56.5,54,55.25,158.5,155,156.75,650,547.5,490,442.5,462.5,20,414.5,412.5,2,237,509.5,508,508.75,333.5,345.5,0.525040388,1.187214612,1.041125541,0.098949919,0.352472089,0.044628433,0.395799677,0.334006462,0.191437803,0.274232633,0.410945073,102.5,0.442245557,1.73442762
AM-220,A,M,23.79310345,29,0,1,0.551724138,0,0.24137931,0.172413793,0.034482759,0,1.793103448,2.862068966,2.344827586,2.75862069,2.357142857,2.642857143,1.344827586,1.655172414,4.137931034,2.581395349,2.344827586,.,1.482758621,2.379310345,2.862068966,2.275862069,158.5,258.5,230,164,1190.5,56.5,60.5,58.5,161,162,161.5,606.5,483,457.5,422,450,28,339.5,342,2.5,229,494,488.5,491.25,305,330,0.509449811,1.255693582,1.123913043,0.137757245,0.362229102,0.049139017,0.384292314,0.286224276,0.192356153,0.266694666,0.412641747,123.5,0.405711886,1.829900111
AM-221,A,M,24.11538462,26,0,1,0.961538462,0,0.038461538,0,0,0,1.884615385,2.423076923,3.230769231,2.846153846,2.461538462,3.043478261,1.807692308,1.6,4.615384615,3.023255814,3.076923077,.,1.269230769,2.576923077,2.846153846,2.384615385,162,233,222,116.5,1083,47,44,45.5,158.5,157,157.75,636,516.5,415.5,405.5,413.5,8,341.5,337,4.5,208.5,426,433,429.5,309.5,301,0.587257618,1.231364956,1.04954955,0.10757156,0.288431062,0.042012927,0.38365651,0.313250231,0.192520776,0.281855956,0.396583564,119.5,0.476915974,1.973171096
AM-223,A,M,21.92592593,27,0,1,0.851851852,0,0.037037037,0.111111111,0,0,1.740740741,1.962962963,2.222222222,2,1.62962963,1.740740741,1.259259259,2,3.56,3.11627907,2.148148148,.,1.814814815,1.555555556,3.185185185,1.962962963,141,227.5,234,132.5,1170.5,55.5,54.5,55,156.5,147.5,152,624,478,424,430.5,425.5,5,387.5,385,2.5,220,468.5,471,469.75,283,278,0.53310551,1.305439331,0.972222222,0.113199487,0.361842105,0.046988466,0.36223836,0.329987185,0.187953866,0.239641179,0.40132422,146,0.40837249,1.656959076
AM-224,A,M,28.96,25,0.04,0.96,0.88,0,0.04,0.04,0.04,0,1.48,3.04,1.52,2.04,2.8,2.708333333,1.48,1.52,3.6,3.11627907,3.2,.,1.4,1.84,2.88,3.76,148,237.5,177,117.5,986.5,21,24,22.5,132,129.5,130.75,606.5,524,340,342,347,5,304,294.5,9.5,240,421,417,419,255.5,258,0.614799797,1.157442748,1.34180791,0.119107957,0.17208413,0.022807907,0.344652813,0.30334516,0.243284339,0.260263558,0.424733908,82.5,0.531170806,2.204592545
AM-225,A,M,24.68,25,0,1,0.72,0,0.16,0.08,0,0.04,1.92,2.08,3.52,2.84,2.04,2.72,1.48,2.28,4.64,2.372093023,2.25,.,1.52,2.08,3.6,1.68,146.5,252.5,227.5,110,1135.5,52,49,50.5,161.5,152.5,157,631.5,525,394.5,402,416,14,363.5,363,0.5,268.5,481.5,490.5,486,313.5,333.5,0.556142668,1.202857143,1.10989011,0.096873624,0.321656051,0.0444738,0.347424042,0.319903126,0.236459709,0.284896521,0.428005284,106.5,0.462351387,1.915553456
AM-226,A,M,46.81818182,22,0,1,0.863636364,0,0.045454545,0.045454545,0,0.045454545,1.909090909,2.590909091,1.80952381,2.090909091,1.818181818,3.590909091,1.272727273,2.045454545,4.681818182,3.465116279,2.727272727,.,1.409090909,2.136363636,3.409090909,1.636363636,143.5,247.5,241.5,89,1040.5,36.5,36,36.25,135.5,129,132.25,607,499.5,372.5,370,361.5,8.5,387.5,381,6.5,204,411.5,412.5,412,265.5,263.5,0.583373378,1.215215215,1.02484472,0.0855358,0.274102079,0.03483902,0.358000961,0.369293609,0.196059587,0.254204709,0.395963479,107.5,0.480057665,1.799079454
AM-227,A,M,41.42307692,26,0,1,0.923076923,0,0.076923077,0,0,0,1.4,2.076923077,2.384615385,1.538461538,1.384615385,3,1.038461538,1.884615385,4.730769231,4,1.807692308,.,1.2,1.88,2.769230769,1.692307692,160.5,231.5,241.5,93,1111.5,48,45,46.5,130,126.5,128.25,611.5,471,450.5,455,450,5,368,365,3,186.5,424.5,427.5,426,332.5,333.5,0.550157445,1.298301486,0.958592133,0.083670715,0.362573099,0.041835358,0.405308142,0.329734593,0.167791273,0.299595142,0.383265857,140.5,0.423751687,1.867499594
AM-228,A,M,25.32142857,28,0,1,0.928571429,0,0.071428571,0,0,0,1.642857143,2.222222222,3.428571429,2.642857143,1.821428571,2.678571429,1.535714286,2.535714286,4.214285714,3.744186047,2.259259259,.,1.571428571,1.851851852,3.464285714,2.357142857,170,250,255,106.5,1143,64,59.5,61.75,139,144.5,141.75,618,462.5,430.5,437,432,5,400,398,2,215.5,495.5,483.5,489.5,333.5,334.5,0.540682415,1.336216216,0.980392157,0.093175853,0.435626102,0.054024497,0.37664042,0.349081365,0.188538933,0.292213473,0.428258968,155.5,0.40463692,1.830806735
AM-229,A,M,24.76923077,26,0,1,0.923076923,0,0.038461538,0.038461538,0,0,1.884615385,1.846153846,3.48,2.307692308,1.884615385,2.884615385,1.538461538,3,4.576923077,4.19047619,2.24,.,1.52,2.461538462,3.192307692,2.615384615,166,219.5,261.5,155.5,1281.5,41.5,41,41.25,147,149.5,148.25,624.5,473,500.5,496.5,498.5,2,388,382,6,234,527,514,520.5,369.5,393,0.487319547,1.320295983,0.839388145,0.121342177,0.278246206,0.032188841,0.39055794,0.300429185,0.182598517,0.297502926,0.406164651,151.5,0.369098712,1.813251345
AM-230,A,M,28.95454545,23,0,1,0.869565217,0,0.086956522,0.043478261,0,0,1.782608696,2.652173913,2.173913043,2.695652174,2.434782609,2.904761905,1.739130435,2.043478261,4.434782609,3.744186047,2.130434783,.,1.47826087,2.47826087,3.086956522,2.260869565,169,246,196.5,119,1005.5,36.5,37,36.75,142.5,144.5,143.5,617,488.5,371.5,386.5,378,8.5,325,326,1,203,419,422.5,420.75,281.5,279.5,0.613625062,1.263050154,1.251908397,0.11834908,0.256097561,0.036548981,0.369467926,0.323719543,0.201889607,0.278965689,0.418448533,128.5,0.485827946,2.102602428
